company,year,asset/equity,cash&equi_to_asset,a/w,size,asset/lia,industry
GAB,2019.0,1.2678367300954851,0.044496028532798444,1442051866.3246987,25.50817345129231,4.7336178635525235,Công nghiệp
GAB,2020.0,1.21639844980567,0.13467748499421575,1484813271.249759,25.537395465833285,5.62110519228774,Công nghiệp
GAB,2021.0,1.3848400463983492,0.0033388735665808317,1671780468.506265,25.65599565205202,3.598482172941264,Công nghiệp
GAB,2022.0,1.7762760682838388,0.005218929838203785,2098913632.7060242,25.883526337864094,2.2882015056972733,Công nghiệp
GAB,2023.0,1.497597983743855,0.006009180230206261,1682552180.0065057,25.662418240182834,3.009654445293657,Công nghiệp
GAR2,2017.0,5.057080947426168,0.1677257349947438,172509386.757063,27.816766404695414,0.6025715598283851,Hàng Tiêu dùng
GAR2,2018.0,5.318059536269591,0.14511043026184953,187220512.98177078,27.898601889655804,1.2315855053874287,Hàng Tiêu dùng
GAR2,2019.0,5.0875441350702655,0.0010933331306085155,193057366.097808,27.929302132128544,1.2446456764638234,Hàng Tiêu dùng
GAS,2016.0,1.3223559219092706,0.3129411198738077,13724393477.837244,31.326562591018394,4.1021610959622965,Tiện ích Cộng đồng
GAS,2017.0,1.3895324869401515,0.2385311317043514,13540455849.661415,31.31306972945462,3.567179974782543,Tiện ích Cộng đồng
GAS,2018.0,1.43025619187021,0.2181638426824248,14132876632.39018,31.355891554951086,3.324196650496217,Tiện ích Cộng đồng
GAS,2019.0,1.335998743145453,0.10709426732272735,13871633660.340986,31.33723380677057,3.976201609084897,Tiện ích Cộng đồng
GAS,2020.0,1.253237422347849,0.07198418230930616,13351273365.872332,31.298999559158343,4.948863444939002,Tiện ích Cộng đồng
GAS,2021.0,1.27694562412791,0.08285681403185252,13356921826.402134,31.299422534995784,4.610817116713641,Tiện ích Cộng đồng
GAS,2022.0,1.5091771146991784,0.06729034264692434,16107990733.857668,31.48670326338745,2.9639531532967647,Tiện ích Cộng đồng
GAS,2023.0,1.351280644160153,0.1276191525016892,16340946957.222406,31.50106183672037,3.8467267315306097,Tiện ích Cộng đồng
GAS,2024.0,1.343894479878637,0.0645995143118628,17048411567.264948,31.543444831828655,3.907868717034678,Tiện ích Cộng đồng
